file,line,keyword,code_snippet,risk_level,explanation,needs_modification
src/stage2_qc_pipeline.py,138,.groupby(,"feature_means = df.groupby(id_col, dropna=False)[features].mean().reset_index()",safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage2_qc_pipeline.py,138,id,"feature_means = df.groupby(id_col, dropna=False)[features].mean().reset_index()",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,140,.groupby(,"df.groupby(id_col, dropna=False)",safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage2_qc_pipeline.py,140,id,"df.groupby(id_col, dropna=False)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,142,id,"record_count=(id_col, ""size""),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,144,gender,"gender_unique_count=(gender_col, lambda s: s.nunique(dropna=False)),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,145,sex_male,"sex_male_unique_count=(""sex_male"", lambda s: s.nunique(dropna=False)),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,147,gender,"raw_gender_value=(gender_col, ""first""),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,148,sex_male,"sex_male=(""sex_male"", ""first""),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,152,id,"return subject_meta.merge(feature_means, on=id_col, how=""left"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,159,.groupby(,"for label_value, group in subjects.groupby(""label_value"", dropna=False):",safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage2_qc_pipeline.py,174,sex_male,"table = pd.crosstab(df[label_col], df[""sex_male""], margins=True)",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,176,sex_male,"table.columns.name = ""sex_male""",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,224,gender,"gender_conflicts: dict[str, int] = {}",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,236,id,"""    'dataset1': {'id_col': 'id', 'label_col': 'class', 'gender_col': 'gender', 'metadata_cols': ['id', 'gender', 'class']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,236,gender,"""    'dataset1': {'id_col': 'id', 'label_col': 'class', 'gender_col': 'gender', 'metadata_cols': ['id', 'gender', 'class']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,236,class,"""    'dataset1': {'id_col': 'id', 'label_col': 'class', 'gender_col': 'gender', 'metadata_cols': ['id', 'gender', 'class']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,237,id,"""    'dataset2': {'id_col': 'ID', 'label_col': 'Status', 'gender_col': 'Gender', 'recording_col': 'Recording', 'metadata_cols': ['ID', 'Recording', 'Status', 'Gender']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,237,ID,"""    'dataset2': {'id_col': 'ID', 'label_col': 'Status', 'gender_col': 'Gender', 'recording_col': 'Recording', 'metadata_cols': ['ID', 'Recording', 'Status', 'Gender']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,237,Recording,"""    'dataset2': {'id_col': 'ID', 'label_col': 'Status', 'gender_col': 'Gender', 'recording_col': 'Recording', 'metadata_cols': ['ID', 'Recording', 'Status', 'Gender']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,237,gender,"""    'dataset2': {'id_col': 'ID', 'label_col': 'Status', 'gender_col': 'Gender', 'recording_col': 'Recording', 'metadata_cols': ['ID', 'Recording', 'Status', 'Gender']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,237,Gender,"""    'dataset2': {'id_col': 'ID', 'label_col': 'Status', 'gender_col': 'Gender', 'recording_col': 'Recording', 'metadata_cols': ['ID', 'Recording', 'Status', 'Gender']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,237,Status,"""    'dataset2': {'id_col': 'ID', 'label_col': 'Status', 'gender_col': 'Gender', 'recording_col': 'Recording', 'metadata_cols': ['ID', 'Recording', 'Status', 'Gender']},"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,244,sex_male,"""- 为避免解释混乱，本阶段新增统一变量 `sex_male`，不覆盖原始 `gender/Gender`。"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,244,gender,"""- 为避免解释混乱，本阶段新增统一变量 `sex_male`，不覆盖原始 `gender/Gender`。"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,244,Gender,"""- 为避免解释混乱，本阶段新增统一变量 `sex_male`，不覆盖原始 `gender/Gender`。"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,245,sex_male,"""- `sex_male=1` 表示男性，`sex_male=0` 表示女性。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,246,sex_male,"""- Dataset 1: 保留原始列 `gender`，新增 `sex_male = gender`。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,246,gender,"""- Dataset 1: 保留原始列 `gender`，新增 `sex_male = gender`。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,247,sex_male,"""- Dataset 2: 保留原始列 `Gender`，新增 `sex_male = 1 - Gender`。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,247,Gender,"""- Dataset 2: 保留原始列 `Gender`，新增 `sex_male = 1 - Gender`。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,248,sex_male,"""- 后续跨数据集分析和交叉表均使用 `sex_male`；原始 `gender/Gender` 只用于数据审计和溯源，不进入统一建模特征。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,248,gender,"""- 后续跨数据集分析和交叉表均使用 `sex_male`；原始 `gender/Gender` 只用于数据审计和溯源，不进入统一建模特征。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,248,Gender,"""- 后续跨数据集分析和交叉表均使用 `sex_male`；原始 `gender/Gender` 只用于数据审计和溯源，不进入统一建模特征。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,249,sex_male,"""- 主模型应只使用语音特征；`sex_male` 不直接进入主模型，仅用于补充模型或敏感性分析，以检验性别混杂影响。"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,256,sex_male,"df = add_sex_male(df_raw, dataset_key)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,273,gender,"for obsolete in RESULTS_DIR.glob(f""{dataset_key}_class_gender_crosstab_*.csv""):",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,273,class,"for obsolete in RESULTS_DIR.glob(f""{dataset_key}_class_gender_crosstab_*.csv""):",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,276,sex_male,"RESULTS_DIR / f""{dataset_key}_class_sex_male_crosstab_record.csv""",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,276,class,"RESULTS_DIR / f""{dataset_key}_class_sex_male_crosstab_record.csv""",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,279,sex_male,"RESULTS_DIR / f""{dataset_key}_class_sex_male_crosstab_subject.csv""",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,279,class,"RESULTS_DIR / f""{dataset_key}_class_sex_male_crosstab_subject.csv""",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,298,gender,gender_conflicts[dataset_key] = int(,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,299,gender,"(subjects[""gender_unique_count""] > 1).sum()",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,302,sex_male,"(subjects[""sex_male_unique_count""] > 1).sum()",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,308,class,"f""{cfg['display_name']} class distribution"",",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage2_qc_pipeline.py,310,class,"FIGURES_DIR / f""class_distribution_{dataset_key}.png"",",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage2_qc_pipeline.py,313,sex_male,"df[""sex_male""].value_counts(),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,314,sex_male,"subjects[""sex_male""].value_counts(),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,315,sex_male,"f""{cfg['display_name']} sex_male distribution"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,316,sex_male,"""sex_male"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,317,gender,"FIGURES_DIR / f""gender_distribution_{dataset_key}.png"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,328,sex_male,"f""- 统一性别变量规则: `{cfg['sex_male_rule']}`"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,333,gender,"f""- 按受试者原始性别不一致数量: `{gender_conflicts[dataset_key]}`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,334,sex_male,"f""- 按受试者 `sex_male` 不一致数量: `{sex_conflicts[dataset_key]}`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,337,sex_male,"f""- 记录级 `sex_male` 分布: `{df['sex_male'].value_counts().sort_index().to_dict()}`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,338,sex_male,"f""- 受试者级 `sex_male` 分布: `{subjects['sex_male'].value_counts().sort_index().to_dict()}`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,343,sex_male,"f""- 记录级类别 × `sex_male` 交叉表: `results/{record_crosstab_path.name}`"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,344,sex_male,"f""- 受试者级类别 × `sex_male` 交叉表: `results/{subject_crosstab_path.name}`"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage2_qc_pipeline.py,352,.groupby(,"per_subject_recording = df.groupby(cfg[""id_col""])[recording_col].apply(",safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage2_qc_pipeline.py,352,id,"per_subject_recording = df.groupby(cfg[""id_col""])[recording_col].apply(",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,358,Recording,"""### Recording 分布检查"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,359,Recording,"f""- 记录级 `Recording` 分布: `{recording_counts.to_dict()}`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,360,Recording,"f""- 每名受试者均有且仅有一次 `Recording=1/2/3` 的数量: `{int((per_subject_recording == expected).sum())}`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,375,.groupby(,"dataset1_dedup.groupby(DATASET_CONFIG[""dataset1""][""id_col""])",safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage2_qc_pipeline.py,375,id,"dataset1_dedup.groupby(DATASET_CONFIG[""dataset1""][""id_col""])",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,395,class,"""- `results/figures/class_distribution_dataset1.png`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,396,class,"""- `results/figures/class_distribution_dataset2.png`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,397,gender,"""- `results/figures/gender_distribution_dataset1.png`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage2_qc_pipeline.py,398,gender,"""- `results/figures/gender_distribution_dataset2.png`"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,3,class,from dataclasses import dataclass,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,20,GroupKFold,from sklearn.model_selection import GroupKFold,safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,36,GroupKFold,from sklearn.model_selection import StratifiedGroupKFold,safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,36,StratifiedGroupKFold,from sklearn.model_selection import StratifiedGroupKFold,safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,41,GroupKFold,StratifiedGroupKFold = None,safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,41,StratifiedGroupKFold,StratifiedGroupKFold = None,safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,56,class,@dataclass(frozen=True),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,57,class,class DatasetConfig:,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,61,id,id_col: str,safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,72,id,"id_col=""id"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,73,class,"label_col=""class"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,74,id,"metadata_cols=(""id"", ""gender"", ""class""),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,74,gender,"metadata_cols=(""id"", ""gender"", ""class""),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,74,class,"metadata_cols=(""id"", ""gender"", ""class""),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,81,id,"id_col=""ID"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,81,ID,"id_col=""ID"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,82,Status,"label_col=""Status"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,83,ID,"metadata_cols=(""ID"", ""Recording"", ""Status"", ""Gender""),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,83,Recording,"metadata_cols=(""ID"", ""Recording"", ""Status"", ""Gender""),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,83,Gender,"metadata_cols=(""ID"", ""Recording"", ""Status"", ""Gender""),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,83,Status,"metadata_cols=(""ID"", ""Recording"", ""Status"", ""Gender""),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,112,id,"required = set(config.metadata_cols) | {config.id_col, config.label_col, ""sex_male""}",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,112,sex_male,"required = set(config.metadata_cols) | {config.id_col, config.label_col, ""sex_male""}",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,118,id,if df[config.id_col].isna().any():,safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,119,ID,"raise ValueError(f""{config.display_name} has missing subject IDs"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,122,.groupby(,label_unique_by_subject = df.groupby(config.id_col)[config.label_col].nunique(,safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage3_baseline_models.py,122,id,label_unique_by_subject = df.groupby(config.id_col)[config.label_col].nunique(,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,131,sex_male,"excluded = set(config.metadata_cols) | {""sex_male""}",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,145,sex_male,"""acoustic_plus_sex"": acoustic + [""sex_male""],",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,153,StandardScaler(,"(""scaler"", StandardScaler()),",safe,Supervised-model scaling is inside sklearn Pipeline or no PCA is used in Stage 3/4.,no
src/stage3_baseline_models.py,162,StandardScaler(,"(""scaler"", StandardScaler()),",safe,Supervised-model scaling is inside sklearn Pipeline or no PCA is used in Stage 3/4.,no
src/stage3_baseline_models.py,214,GroupKFold,StratifiedGroupKFold(,safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,214,StratifiedGroupKFold,StratifiedGroupKFold(,safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,217,GroupKFold,"""StratifiedGroupKFold"",",safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,217,StratifiedGroupKFold,"""StratifiedGroupKFold"",",safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,221,GroupKFold,"GroupKFold(n_splits=N_SPLITS),",safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,222,GroupKFold,"""GroupKFold"",",safe,Grouped splitters protect subject-level train/test separation.,no
src/stage3_baseline_models.py,236,id,"df: pd.DataFrame, id_col: str, label_col: str",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,238,.groupby(,"labels = df.groupby(id_col, dropna=False)[label_col].first()",safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage3_baseline_models.py,238,id,"labels = df.groupby(id_col, dropna=False)[label_col].first()",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,246,id,"train_idx: np.ndarray,",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage3_baseline_models.py,247,id,"test_idx: np.ndarray,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,252,id,train_df = df.iloc[train_idx],safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,253,id,test_df = df.iloc[test_idx],safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,254,id,train_subjects = set(train_df[config.id_col]),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,255,id,test_subjects = set(test_df[config.id_col]),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,272,class,"""train_record_class_distribution"": distribution(train_df[config.label_col]),",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage3_baseline_models.py,273,class,"""test_record_class_distribution"": distribution(test_df[config.label_col]),",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage3_baseline_models.py,274,class,"""train_subject_class_distribution"": subject_label_distribution(",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage3_baseline_models.py,275,id,"train_df, config.id_col, config.label_col",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,277,class,"""test_subject_class_distribution"": subject_label_distribution(",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage3_baseline_models.py,278,id,"test_df, config.id_col, config.label_col",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,287,class,classes = list(model.classes_),warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage3_baseline_models.py,288,class,if POS_LABEL not in classes:,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage3_baseline_models.py,289,class,"raise ValueError(f""Positive label {POS_LABEL} not found in model classes"")",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage3_baseline_models.py,290,class,"return model.predict_proba(x_test)[:, classes.index(POS_LABEL)]",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage3_baseline_models.py,335,id,"""subject_id"": df_test[config.id_col].to_numpy(),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,341,.groupby(,"pred_df.groupby(""subject_id"", dropna=False)",safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage3_baseline_models.py,341,id,"pred_df.groupby(""subject_id"", dropna=False)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage3_baseline_models.py,345,.groupby(,"label_counts = pred_df.groupby(""subject_id"", dropna=False)[""y_true""].nunique(",safe,"Pattern is used for configuration, reporting, grouping, or explicit exclusion.",no
src/stage3_baseline_models.py,345,id,"label_counts = pred_df.groupby(""subject_id"", dropna=False)[""y_true""].nunique(",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
